class,text
3,"Cairn Energy, the UK-based oil  amp; gas major said on Tuesday that it plans to produce up to 5mn tons of crude oil from its recent discoveries in Rajasthan by the end of 2007."
3,"CAMBRIDGE -- Three-year-old Momenta Pharmaceuticals Inc. already has seen its share of milestones. Its scientists cloned the first Heparin sugar-degrading enzyme, a breakthrough in understanding the role of complex sugars as a conduit for viruses and diseases. Its executives recruited medical luminaries like M. Judah Folkman and Eugene Braunwald to the company's scientific advisory board."
3,"CAMBRIDGE -- Momenta Pharmaceuticals Inc. already has its share of milestones. Its scientists cloned the first Heparin sugar-degrading enzyme, a breakthrough in the role complex sugars as a conduit for viruses and diseases. Its executives recruited medical luminaries like M. Judah Folkman and Eugene Braunwald to the company's scientific advisory."
3,"Cairn Energy, UK-based oil ; gas said on Tuesday that it plans to produce up to 5mn tons of crude oil from its recent discoveries in Rajasthan by the end of 2007."
1,Reuters - An Iranian exile group accused Tehran on\Friday of using advanced laser technology to secretly enrich\uranium and of lying to the United Nations nuclear watchdog\body about the covert program.
1,- An Iranian exile group accused Tehran on\ using advanced laser technology to secretly enrich\uranium and of lying to the United Nations nuclear watchdog\body about the covert program.
4,Virgin Group announced on Monday that it has launched a new online music store that will offer music downloads for the regular price of \$0.
4,Virgin Group announced on Monday it has launched a new online music store will offer music downloads for the regular price of \$0.
1,"AP - Iraq's top Shiite cleric, Grand Ayatollah Ali al-Sistani, made a dramatic return to Najaf on Thursday and swiftly won agreement from a rebel cleric and the government to end three weeks of fighting between his militia and U.S.-Iraqi forces."
1,"AP - Iraq's top Shiite cleric, Grand Ayatollah Ali al-Sistani, made a dramatic return to Najaf Thursday and swiftly won agreement from a rebel cleric the end three weeks of fighting between his militia and U.S.-Iraqi forces."
3,NEW YORK - The effect of new US overtime rules that go into effect today are the subject of intense dispute between labor groups and the Bush administration.
3,NEW YORK (Dow Jones)--Chinadotcom Corp. (CHINA) said government-controlled China Mobile Communications Corp. imposed sanctions on its Go2joy mobile applications unit for alleged offenses in its business practice. 
