class,text
0,What 's the motto of the Boy Scouts ?
0,What 's the mottN of the Boy Scouts ?
0,What 's the motto of the Boy ScEouts ?
2,What is the abbreviation of General Motors ?
2,What is the abberviation of General Motors ?
2,What is the abbeviation of General Motors ?
5,What is the student population at the University of Massachusetts in Amherst ?
5,What is the student population at the University of Masosachusetts in Amherst ?
5,What is the student population at the University of Massachusetts in Amhest ?
2,What 's the abbreviation for trinitrotoluene ?
2,What 's the Mbbreviation for trinitrotoluene ?
2,What 's the abberviation for trinitrotoluene ?
0,What category does the color pink denote in the Trivial Pursuit Baby Boomer Edition ?
0,What category does the color pink denote in the Trivial Pursuit BXaby Boomer Edition ?
0,What category does the color pink denote in the Trivial Pursuit Baby Boomer EdCition ?
5,When is a woman most fertile ?
5,When is a wman most fertile ?
5,When is a womaR most fertile ?
2,What is DSL ?
2,WQhat is DSL ?
2,What is DLS ?
4,What are the ten safest American cities for pedestrians ?
4,What are the tUn safest American cities for pedestrians ?
1,What game do Steve McQueen and Edward G. Robinson play in The Cincinnati Kid ?
1,What agme do Steve McQueen and Edward G. Robinson play in The Cincinnati Kid ?
4,What is one of the cities that the University of Minnesota is located in ?
4,What is one of the citie that the University of Minnesota is located in ?
4,What is one of the icties that the University of Minnesota is located in ?
1,What game do Stee McQueen and Edward G. Robinson play in The Cincinnati Kid ?
4,What are the ten safest American cites for pedestrians ?
4,Name a country that is developing a magnetic levitation railway system ?
4,Name a counry that is developing a magnetic levitation railway system ?
4,Name a country that is develoGing a magnetic levitation railway system ?
0,What is a virtual IP address ?
0,What is a virtual OP address ?
0,What is a virtual PI address ?
0,What is the origin of Boxing Day ?
0,What is the origin of BoxMng Day ?
0,What is the origin of Boxing Dary ?
5,When was the first Wall Street Journal published ?
5,When was the first Wall Street Journal pEublished ?
5,How long does a human live ?
5,How along does a human live ?
5,How long does a hmuan live ?
1,What kind of wine is Spumante ?
1,What kind of Nine is Spumante ?
1,What kind of wine is Spmuante ?
5,When was the first Wall Street Journal publishQd ?
1,What does a deltiologist collect ?
0,What is porphyria ?
0,WZat is porphyria ?
0,Waht is porphyria ?
1,What does a deltiologist Hollect ?
1,What does a deltiologist cohllect ?
4,What city is near the mouth of the Amazon ?
4,WMhat city is near the mouth of the Amazon ?
4,Wat city is near the mouth of the Amazon ?
5,When does the Bible say the seasons started ?
5,When does the Bible sal the seasons started ?
5,When does the Bible say the seasons Cstarted ?
1,What whisky is `` known by the company it keeps '' ?
1,What whisky is `` known by the comapny it keeps '' ?
1,What whisky is `` known by the company it kMeps '' ?
5,How many web servers are there ?
5,Ho many web servers are there ?
5,How any web servers are there ?
5,How much did the minimum wage amount to in 1991 ?
5,How long does the average domesticated ferret live ?
5,How lng does the average domesticated ferret live ?
5,How long does the average domesticaetd ferret live ?
5,How muc did the minimum wage amount to in 1991 ?
5,How mucQh did the minimum wage amount to in 1991 ?
5,How long does the average domesticated ferret live ?
5,How Blong does the average domesticated ferret live ?
5,How Bong does the average domesticated ferret live ?
0,"What do Hank Aaron , Jimmy Stewart , and Howard K. Smith have in common ?"
0,"What do Han Aaron , Jimmy Stewart , and Howard K. Smith have in common ?"
0,"What do Hank Aaron , JMimmy Stewart , and Howard K. Smith have in common ?"
5,What percentage of Americans own their homes ?
5,WhBat percentage of Americans own their homes ?
5,What percentagXe of Americans own their homes ?
2,What is the abbreviation of General Motors ?
2,What is the abbrevFation of General Motors ?
2,What is the abbreviation of General MoHtors ?
5,How many electoral college votes does Colorado have ?
5,How amny electoral college votes does Colorado have ?
5,How many eectoral college votes does Colorado have ?
0,What is the difference between the Koran and The Bible ?
0,FWhat is the difference between the Koran and The Bible ?
0,What is the difference between the Koran and hTe Bible ?
4,Where are the headquarters of Eli Lilly ?
2,What is the abbreviation of General Motors ?
2,What is the abbreviation of General Mdotors ?
2,What is the abbreviation of Genral Motors ?
4,Where are the ehadquarters of Eli Lilly ?
4,Where are the headquarters of Edi Lilly ?
2,What does ` PSI ' stand for ?
2,WLhat does ` PSI ' stand for ?
2,What does ` PSI ' sRand for ?
4,What is Bill Gates of Microsoft E-mail address ?
4,What is Bill Gates of Microsoft -Email address ?
4,What is Bill Gates of Microsot E-mail address ?
4,What city is served by Logan International Airport ?
4,Where can I find information on the Narragansett Indians and other tribes in Rhode Island ?
4,Where can I find infoTrmation on the Narragansett Indians and other tribes in Rhode Island ?
4,Where can I find information on the Narragansett Indians and other tribes in Rhdoe Island ?
4,What citmy is served by Logan International Airport ?
4,What city is served by Logan Inernational Airport ?
2,What is DTMF ?
2,What is TDMF ?
2,Wht is DTMF ?
0,How did the tradition of best man start ?
0,How did the radition of best man start ?
1,What 1965 film had Jack Lemmon portraying a cartoonist ?
1,What 195 film had Jack Lemmon portraying a cartoonist ?
1,What 1965 film had JaLck Lemmon portraying a cartoonist ?
0,How did the tradition of best aan start ?
5,What is the date of Bastille Day ?
5,What is the Aate of Bastille Day ?
5,What is the daQe of Bastille Day ?
5,How many double-word-score spaces are there on a Scrabble Crossword Game board ?
5,How many double-word-ccore spaces are there on a Scrabble Crossword Game board ?
5,How many double-word-score spaces are there on a Scrabble Crossword Gam board ?
3,What major airline has the best safety record in the world ?
3,What major airDline has the best safety record in the world ?
3,What major airlie has the best safety record in the world ?
1,What did the pyramid-builders of Egypt mainly eat ?
1,What did the pyramid-builders of Egypt mainly Tat ?
1,What did the pyramid-builders of Eygpt mainly eat ?
0,Why do they call a hamburger a hamburger when there is no ham ?
0,Whdy do they call a hamburger a hamburger when there is no ham ?
0,Why do they call a hamburger a hamburger when there is no ahm ?
3,What 's Japan 's largest car manufacturer ?
3,What 's Japan 's largest ca manufacturer ?
3,What 's Japan 's largest car manufaQcturer ?
5,What year was Janet Jackson 's first album released ?
5,What year was JanCet Jackson 's first album released ?
5,What year was Janet Jackson 's firs album released ?
4,In what part of the world is Mozambique ?
4,I what part of the world is Mozambique ?
4,In what aprt of the world is Mozambique ?
0,What is the Home Rule Act ?
