class,text
2,What does pH stand for ?
1,What line of luggage is named after a famous American flier ?
1,What 's the hardest substance in the human body ?
5,How many consecutive baseball games did Lou Gehrig play ?
2,What does the T.S. stand for in T.S. Eliot 's name ?
4,What 's the fifth-largest country in the world ?
0,How can someone become a federal agent ?
0,What is color ?
1,What money was used by them ?
1,The Jewish alphabet is called what ?
3,Which oil company almost picked a word that meant `` stalled car '' in Japanese as its new international name ?
5,What is the cost of the drugs used in tuberculosis treatments ?
3,Who invented the horoscope ?
5,"On average , how long time does it take to type a screenplay ?"
4,Which is the wealthiest country in the world ?
4,What is one of the cities that the University of Minnesota is located in ?
1,What does a deltiologist collect ?
1,What money was used here ?
2,What does SIDS stand for ?
0,What is saltpeter ?
5,How many head injuries are there in recreational ice skating each year ?
5,When does the Bible say the seasons started ?
5,When is the site www.questions.com going to open ?
0,How is energy created ?
3,What double talking `` professor '' holds a doctorate in Nothing ?
2,What is the abbreviated form of the National Bureau of Investigation ?
4,What are the four largest mountain ranges in the continental United States ?
2,What is AFS ?
2,What is the acronym for the National Bureau of Investigation ?
4,What stadium do the Miami Dolphins play their home games in ?
5,What percentage of the body is muscle ?
5,How many astronauts manned each Project Mercury flight ?
2,What is the abbreviation of General Motors ?
1,What Judith Rossner novel was made into a film starring Diane Keaton ?
2,What does `` B.Y.O.B. '' mean ?
0,"What do Hank Aaron , Jimmy Stewart , and Howard K. Smith have in common ?"
0,What causes canker sores in the mouth ?
5,In what year did they build the Berlin Wall ?
0,How is plastic made ?
4,In what part of the world is Mozambique ?
2,What does the abbreviation cwt. ?
5,What year was Janet Jackson 's first album released ?
5,The Olympic Games in which year allowed Nadia Comaneci to become popular ?
0,What category does the color pink denote in the Trivial Pursuit Baby Boomer Edition ?
5,What year was the Avery Dennison company founded ?
2,What does INRI stand for when used on Jesus ' cross ?
2,What is DTMF ?
3,"What TV character said ; `` One of these days , Alice , pow , right in the kisser '' ?"
0,Why do they sterilize the needle for lethal injection ?
1,What terror of the sea did Johnny Horton sing about ?
3,What female painter produced primitives of rural New England life ?
0,How can I transport files from one computer to another ?
2,What does INRI stand for when used on Jesus ' cross ?
3,What future President became Senate majority whip under Harry Truman ?
0,What is dry ice ?
3,Who was the Charlie perfume woman ?
3,Whom did Lauren Bacall marry after her husband Humphrey Bogart died ?
4,What were the cities of Dickens 's A Tale of Two Cities ?
4,What state full of milk and honey was the destination in The Grapes of Wrath ?
5,How many different languages are spoken in Europe ?
3,Who followed up his first two underwater thrillers with The Girl of the Sea of Cortez ?
0,What causes pneumonia ?
3,Who does the advertizing for Frito-Lay ?
1,What line of candy products included Super Skrunch and Peanut Butter Oompas ?
2,CNN is an acronym for what ?
5,How long does a dog sleep ?
2,What does A&W of root beer fame stand for ?
0,What is porphyria ?
0,What 's the difference between J.D. and LL.M. ?
4,What sprawling U.S. state boasts the most airports ?
5,How long does it take the typical hen to lay 19 dozen eggs ?
1,What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?
5,How many points are there on a Backgammon board ?
5,What percent of world 's fresh water is found in Canada ?
2,What is the abbreviated term used for the National Bureau of Investigation ?
0,What is the difference between the Koran and The Bible ?
5,How many electoral college votes does Colorado have ?
3,"What cigarette company urged us , `` Come to where the flavor is ? ''"
5,What amount of money did the Philippine ex-dictator Marcos steal from the treasury ?
4,Where did he get the title ?
5,How long does the average domesticated ferret live ?
2,What does A&W of root beer fame stand for ?
4,What city 's theatrical district has been dubbed The Roaring Forties ?
4,Where can I find information on the cyclone that hit New Jersey on 8/28/1941 ?
0,How did the tradition of best man start ?
2,What is the full form of .com ?
5,How much did the minimum wage amount to in 1991 ?
3,Saddam Hussein was compared to whom by President Bush ?
4,Where are the leading medical groups specializing in lung diseases ?
4,Where are the headquarters of Eli Lilly ?
4,On which Hawaiian island is Pearl Harbor ?
2,What is AFS ?
0,What is a Canada two-penny black ?
1,What game do Steve McQueen and Edward G. Robinson play in The Cincinnati Kid ?
5,What percentage of the world 's plant and animal species can be found in the Amazon forests ?
0,What is June 's birthstone ?
2,What does U.S.S.R. stand for ?
0,What is the circumorbital hematoma ?
5,What percentage of Americans own their homes ?
0,What is the origin of Boxing Day ?
0,"What exactly , specifically does sleep do for you ?"
5,How long does the average domesticated ferret live ?
1,Name Li 'l Abner 's favorite Indian drink .
2,What does snafu stand for ?
4,Where is Windsor Castle ?
0,What is an aurora ?
2,What is SAP ?
1,What killed Bob Marley ?
4,"What is the address for the main government office in Rome , Italy ?"
4,Where can I find the status of my tax return ?
1,What creature scares people in the film `` Jaws '' ?
5,When was Florida admitted into the Union ?
4,What city is served by Logan International Airport ?
5,How many gallons of water go over Niagra Falls every second ?
1,What was Simple Simon fishing for in his mother 's pail ?
1,What kind of wine is Spumante ?
4,What state has the longest Great Lakes shoreline ?
3,Who is Coronado ?
3,What director made one silent and one sound version of The Ten Commandments ?
0,What 's the meaning of the zoological term ruminant ?
2,What is DSL ?
4,What state in the U.S. has the most blacks ?
4,What sprawling U.S. state boasts the most airports ?
4,"Where on the Web is Adventours Tours from Sydney , Australia ?"
5,When was the bar-code invented ?
3,What author of the Days of Our Lives Cookbook signed on in 198 as Liz Chandler in TV 's Days of Our Lives ?
0,How can I get a CCT diagram ?
5,How much could you rent a Volkswagen bug for in 1966 ?
2,What is the abbreviation for micro ?
0,What is the use of a 24-hour clock instead of a 12-hour clock ?
2,What 's the abbreviation for trinitrotoluene ?
3,Who does the advertizing for Frito-Lay ?
2,What do the letters ZIP stand for in the phrase `` ZIP code '' ?
2,What is the abbreviation for Original Equipment Manufacturer ?
0,How do you handle a hungry man ?
5,How many chairs are shown in Vincent Van Gogh 's 188 work The Artist 's Room in Arles ?
5,How fast does the fastest car go ?
3,Who is the one Independent Member of Congress ?
0,What is a virtual IP address ?
1,"In Hemingway 's `` Old Man and the Sea , '' what kind of fish does the old man catch ?"
4,What United States city produces the most oil ?
3,Who asked the musical question : `` Have you ever been to electric lady land ? ''
3,Who was the architect of Central Park ?
0,How can SQL queries be improved ?
2,What does the abbreviation cwt. ?
2,What is the abbreviated form of the National Bureau of Investigation ?
5,How long does a human live ?
3,What is Pittsburgh 's baseball team called ?
2,What is the full form of .com ?
1,What did the pyramid-builders of Egypt mainly eat ?
3,What journalist can be found in and around Walden Puddle ?
4,What erupts every hour at Yellowstone National Park ?
1,What is the mission of Nike ?
1,What films featured the character Popeye Doyle ?
2,What is the correct way to abbreviate cc. at the bottom of a business letter ?
2,What is the abbreviated form of the National Bureau of Investigation ?
0,"What 's the meaning of the Latin battle cry : Ad arma , ad arma ."
5,How many double-word-score spaces are there on a Scrabble Crossword Game board ?
2,What does INRI stand for when used on Jesus ' cross ?
2,What does LOL mean ?
2,What does `` B.Y.O.B. '' mean ?
2,What is IOC an abbreviation of ?
2,What does e.g. stand for ?
1,What movie did Madilyn Kahn star in with Gene Wilder ?
0,How do you stop junk snail mail ?
4,What continent pushes up the Executive Committee mountain range ?
2,What is the abbreviation for micro ?
3,What 's Japan 's largest car manufacturer ?
5,How many web servers are there ?
0,Why shouldn 't you remove a bee stinger with tweezers ?
2,What is the abbreviated term used for the National Bureau of Investigation ?
3,What major airline has the best safety record in the world ?
5,When was the first Wall Street Journal published ?
3,What was Thatcher 's first name ?
1,What five-time winner of the Kentucky Derby lost his first 25 races ?
1,What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?
2,What is the full form of .com ?
2,What does the channel ESPN stand for ?
