class,text
5,How many web servers are there ?
5,How many WWW servers are there ?
3,What is Pittsburgh 's baseball team called ?
3,What is Pittsburgh 's baseball squad called ?
4,In what part of the world is Mozambique ?
4,In what component of the world is Mozambique ?
5,What percent of world 's fresh water is found in Canada ?
5,What percent of world 's fresh irrigate is found in Canada ?
2,What does A&W of root beer fame stand for ?
2,What does A&W of etymon beer fame stand for ?
1,What did the pyramid-builders of Egypt mainly eat ?
1,What did the pyramid-builders of Egypt mainly corrode ?
1,What mammal of North America is the world 's longest-lived for its size ?
1,What mammal of North America is the Earth 's longest-lived for its size ?
4,What are the four largest mountain ranges in the continental United States ?
4,What are the 4 largest mountain ranges in the continental United States ?
4,What erupts every hour at Yellowstone National Park ?
4,What erupt every hour at Yellowstone National Park ?
0,"What 's the meaning of the Latin battle cry : Ad arma , ad arma ."
0,"What 's the import of the Latin battle cry : Ad arma , ad arma ."
2,What is the abbreviation of General Motors ?
2,What is the abbreviation of General drive ?
2,What does SIDS stand for ?
2,What does SIDS fend for ?
2,What is the abbreviation of General Motors ?
2,What is the abbreviation of General drive ?
0,"What do Hank Aaron , Jimmy Stewart , and Howard K. Smith have in common ?"
0,"What do Hank Aaron , Jimmy Stewart , and Howard green. Smith have in common ?"
0,What category does the color pink denote in the Trivial Pursuit Baby Boomer Edition ?
0,What category does the color pink denote in the Trivial Pursuit coddle Boomer Edition ?
5,What is the student population at the University of Massachusetts in Amherst ?
5,What is the educatee population at the University of Massachusetts in Amherst ?
0,What is the difference between the Koran and The Bible ?
0,What is the deviation between the Koran and The Bible ?
3,"Who does Shakespeare 's Antonio borrow 3 , 0 ducats from ?"
3,"WHO does Shakespeare 's Antonio borrow 3 , 0 ducats from ?"
0,What is a virtual IP address ?
0,What is a virtual IP call ?
1,What money was used by them ?
1,What money was expend by them ?
5,What is the cost of the drugs used in tuberculosis treatments ?
5,What is the cost of the drugs employ in tuberculosis treatments ?
1,What whisky is `` known by the company it keeps '' ?
1,What whisky is `` hump by the company it keeps '' ?
3,Who was the Democratic nominee in the American presidential election ?
3,WHO was the Democratic nominee in the American presidential election ?
4,Where is Windsor Castle ?
4,Where is Windsor castle ?
2,What is the abbreviated term used for the National Bureau of Investigation ?
2,What is the abbreviated term put-upon for the National Bureau of Investigation ?
5,When is a woman most fertile ?
5,When is a char most fertile ?
5,What year was Janet Jackson 's first album released ?
5,What year was Janet Jackson 's first album issue ?
0,What is the `` 7-minute cigarette '' ?
0,What is the `` 7-minute butt '' ?
2,What is the abbreviated term used for the National Bureau of Investigation ?
4,What city 's theatrical district has been dubbed The Roaring Forties ?
4,What city 's theatrical district has been dubbed The bellowing Forties ?
0,What is porphyria ?
0,What is porphyria ?
1,What Morris West novel deals with Russian bishop who becomes Pope ?
2,What is the abbreviate term used for the National Bureau of Investigation ?
5,What percentage of the world 's plant and animal species can be found in the Amazon forests ?
5,What percentage of the globe 's plant and animal species can be found in the Amazon forests ?
0,Why do they sterilize the needle for lethal injection ?
0,Why do they desexualize the needle for lethal injection ?
1,What terror of the sea did Johnny Horton sing about ?
1,What panic of the sea did Johnny Horton sing about ?
2,What is the acronym for the National Bureau of Investigation ?
2,What is the acronym for the National Bureau of investigating ?
5,How long does it take the typical hen to lay 19 dozen eggs ?
5,How long does it acquire the typical hen to lay 19 dozen eggs ?
2,What is DTMF ?
2,What is DTMF ?
3,Who built the first successful stern wheel steamboat ?
3,Whom did Lauren Bacall marry after her husband Humphrey Bogart died ?
3,Whom did Lauren Bacall marry after her husband Humphrey Bogart decease ?
0,How did people respond to the idea of the first millenium ?
0,How did citizenry respond to the idea of the first millenium ?
4,What city is served by Logan International Airport ?
4,What city is process by Logan International Airport ?
5,How many electoral college votes does Colorado have ?
5,How many electoral college balloting does Colorado have ?
0,"What 's the meaning of the Latin battle cry : Ad arma , ad arma ."
0,"What 's the import of the Latin battle cry : Ad arma , ad arma ."
4,Where are the headquarters of Eli Lilly ?
0,How can I get a CCT diagram ?
0,How can I go a CCT diagram ?
4,Where are the HQ of Eli Lilly ?
4,Where are the headquarters of Eli Lilly ?
3,Who was the architect of Central Park ?
4,What city 's theatrical district has been dubbed The Roaring Forties ?
4,What city 's theatrical district has been dubbed The Roaring 40 ?
5,The Iraqis launched their attack on Kuwait on what day ?
5,The Iraqis launched their approach on Kuwait on what day ?
2,What 's the abbreviation for trinitrotoluene ?
2,What 's the abbreviation for TNT ?
2,What 's the abbreviation for trinitrotoluene ?
3,Who was the author of the famous fairy tale `` Snow White and Seven Dwarfs '' ?
2,What is DSL ?
2,What is DSL ?
3,Who followed up his first two underwater thrillers with The Girl of the Sea of Cortez ?
0,What 's the meaning of the zoological term ruminant ?
0,What 's the imply of the zoological term ruminant ?
4,What United States city produces the most oil ?
4,What United States city grow the most oil ?
5,When was the first Wall Street Journal published ?
5,When was the 1st Wall Street Journal published ?
5,How many double-word-score spaces are there on a Scrabble Crossword Game board ?
5,How many double-word-score place are there on a Scrabble Crossword Game board ?
5,How fast does the fastest car go ?
0,What is the Home Rule Act ?
0,What is the Home dominate Act ?
5,How fast does the fastest car crack ?
2,What is the abbreviated term used for the National Bureau of Investigation ?
2,What is the abbreviate term used for the National Bureau of Investigation ?
5,When does the Bible say the seasons started ?
5,When does the Bible order the seasons started ?
0,What is the `` 7-minute cigarette '' ?
2,What does SIDS stand for ?
2,What does SIDS rack for ?
