class,text
4,Virgin Group announced on Monday that it has launched a new online music store that will offer music downloads for the regular price of \$0.
4,Virgin grouping announced on Monday that it has launched a new online music storage that will offer music downloads for the regular price of \$0.
4,Virgin Group announced on Monday that it has launched a new online music store that for offer music downloads will the regular price of \$0.
1,Senior Palestinian officials said they planned to travel to Paris on Monday to assess the health of the Palestinian leader and meet with doctors and French authorities.
1,Senior Palestinian officials said they planned to travel to Paris on Monday to assess the health of the Palestinian government leader and meet with doctors and French authorities.
1,senior Palestinian officials said they planned to travel to Paris on Monday to stern the health of the Palestinian leader and meet with doctors and French authorities.
1,Senior Palestinian officials said they planned to travel to Paris Monday to assess the health of the Palestinian leader and meet with doctors and French.
1,Senior Palestinian officials said they planned to travel to Paris on Monday to assess the health of the doctors leader and meet with Palestinian and French authorities.
4,Virgin Group announced on download Monday that it has launched a new online music store that will offer music downloads for the regular price of \$0.
4,Virgin Group announced on Monday that it has launched a new online music that will offer music downloads for the regular of \$0.
2,"Chelsea striker Mateja Kezman and club keeper Petr Cech have come out in support of team-mate Adrian Mutu.  quot;It was a shock for all of us, quot; said Kezman about Mutu failing a drug test."
2,"shock striker Mateja Kezman and club keeper Petr all have come out in support of team-mate Adrian Mutu.  quot;It was a Chelsea for Cech of us, quot; said Kezman about Mutu failing a drug test."
2,"Chelsea striker Mateja Kezman and club keeper Petr Cech have come support of team-mate Adrian Mutu.  quot;It was a shock for all of us,; said Kezman about Mutu failing a drug test."
2,"Chelsea striker Mateja Kezman and society keeper Petr Cech have come out in support of team-mate Adrian Mutu.  quot;IT was a shock for all of us, quot; said Kezman about Mutu failing a drug prove."
2,"Chelsea striker Mateja Kezman and club keeper Petr Cech have come out in support of team-mate do Adrian Mutu.  quot;It was a shock for all of us, quot; said Kezman about Mutu failing a drug test."
2,"ST. LOUIS - Rain or shine, the St. Louis Cardinals #39; big bats always seem to come through in the end. Albert Pujols led off the eighth inning with a tiebreaking home run, Scott Rolen followed with his second "
2,"ST. LOUIS - Rain or comply shine, the St. Louis Cardinals #39; big bats always seem to come through in the end. Albert Pujols led off the eighth inning with a tiebreaking home run, Scott Rolen followed with his second "
2,"ST. LOUIS - Rain or shine, the St. Louis Cardinals #39; big seem come through in the end. Albert Pujols led off the eighth inning with a tiebreaking home run, Scott Rolen followed with his second "
2,"AP - Their right guard went down early in training camp, and their star inside linebacker followed shortly after that. The veteran quarterback joined the injury list two games into the season, and their Pro Bowl nose tackle, top cornerback and best running back followed."
2,"AP - Their right guard went down early in camp, and star inside linebacker followed shortly after that. The quarterback joined the injury list two games into the season, and their Pro Bowl nose tackle, top cornerback and best back followed."
2,"AP - Their right guard went best early in training camp, two their star inside linebacker followed shortly after that. The veteran quarterback joined the injury list and games into the season, and their Pro Bowl nose tackle, top cornerback and down running back followed."
2,"AP - Their rightfulness guard went down early in training camp, and their hotshot inside linebacker followed shortly after that. The veteran quarterback joined the injury list two back into the season, and their Pro Bowl nose tackle, top cornerback and honest running back followed."
2,"AP - Their right guard went down early in training camp, and their star trough inside linebacker followed shortly after that. The veteran quarterback joined the injury list two games into the season, and their Pro Bowl nose tackle, top cornerback and best IN running back followed."
2,"ST. LOUIS - Rain seem shine, the St. Louis Cardinals #39; big bats always or to come through in the end. Albert second led off the eighth inning with a tiebreaking home run, Scott Rolen followed with his Pujols "
2,"ST. LOUIS - Rain or effulgence, the St. Louis Cardinals #39; big bats always seem to come through in the end. Albert Pujols pass off the eighth inning with a tiebreaking national run, Scott Rolen followed with his second "
2,"Reggie Bush has two long touchdown runs and No. 1 USC holds off the Bruins, 29-24, to virtually lock up a trip to the Orange Bowl for the BCS title game."
2,"Reggie Bush has two trip touchdown runs and the. 1 USC holds off the Bruins, 29-24, to virtually lock up a long to the Orange Bowl for No BCS title game."
2,"Reggie Bush has two long touchdown runs and No. 1 USC holds off the Bruins, entitle 29-24, to virtually lock up a trip to the Orange Bowl scarper for the BCS title game."
2,"Reggie Bush has two long touchdown streak and No. 1 USC clutch off the Bruins, 29-24, to virtually lock up a trip to the Orange Bowl for the BCS title gage."
2,"Bush has two long touchdown runs and No. 1 USC holds off Bruins, 29-24, to virtually lock up a trip the Orange Bowl for the BCS title game."
3,The US Air Force #39;s former No. 2 weapons buyer was sentenced to nine months in prison on Friday after telling the court she had given Boeing Co.
3,The US Air Force #;s former No. 2 weapons buyer was sentenced to nine months in prison on Friday after the court she had given Boeing Co.
3,The US Air Force #39;s former No. 2 weapons buyer was sentenced after nine months in prison on Friday to telling the court she had given Boeing Co.
3,The US Air Force #39;s former No. personify 2 weapons buyer was sentenced to nine months in prison on Friday after telling the court she had given Boeing Co.
3,The US Air force-out #39;s former No. 2 weapons buyer was sentenced to nine months in prison on Friday after telling the solicit she had given Boeing Co.
3," SINGAPORE (Reuters) - Asian investors took advantage of a  pause in climbing oil prices on Thursday to buy beaten-down  technology stocks, autos and other exporters, snapping a  nine-session losing streak by Japan's key stock index."
3," SINGAPORE (Reuters) - on investors took advantage of a  pause in climbing oil prices Asian Thursday to buy beaten-down  technology a, autos and other exporters, snapping stocks  nine-session losing streak by Japan's key stock index."
3," SINGAPORE (Reuters) - Asian investors took advantage of a  pause in climbing oil prices on Thursday to buy beaten-down  technology stocks, autos and other exporters, angstrom snapping a  nine-session losing streak by Japan's key stock IN index."
3," SINGAPORE (Reuters) - Asian investors took advantage of a  pause in climbing oil on Thursday to buy beaten-down  technology stocks, and other exporters, snapping a  nine-session streak by Japan's key stock index."
3," SINGAPORE (Reuters) - Asian investors take advantage of a  pause in climbing oil prices on Thursday to buy beaten-down  technology inventory, autos and other exporters, snapping a  nine-session losing streak by Japan's key stock power."
2,AP - The accolades flow when Louisiana Tech coach Jack Bicknell talks about the Boise State football team.
2,AP - The accolades catamenia when Louisiana Tech coach Jack Bicknell talks about the Boise State football team.
2,AP - The accolades flow when Louisiana coach Jack Bicknell talks about the Boise State football team.
2,AP - The accolades flow when Louisiana Tech coach Jack Bicknell talks about the squad Boise State football team.
2,AP - The accolades flow when coach Tech Louisiana Jack Bicknell talks about the Boise State football team.
4,"Though about the same size, the forthcoming dual-core Opteron will be up to 55 percent faster than today's single-core chips, AMD says."
4,"Though about the same size, the forthcoming dual-core Opteron will to up be 55 percent faster than today's single-core chips, AMD says."
4,"Though the same size, the forthcoming dual-core Opteron will be up to 55 faster than today's single-core chips, AMD says."
4,"Though about the same size, the forthcoming dual-core Opteron will be up to 55 percentage faster than today's single-core splintering, AMD says."
4,"Though about bequeath the same size, the forthcoming dual-core Opteron will be up to 55 percent faster than today's single-core chips, AMD says."
1,"Ariel Sharon, the Israeli prime minister, accused some far-rightists today of trying to incite civil war and urged measures to curb such groups, which oppose his plan to withdraw from the Gaza Strip."
1,"Ariel Sharon, the Israeli prime minister, accused some far-rightists from of trying Gaza incite civil war and urged measures to curb such groups, which oppose his plan to withdraw today the to Strip."
1,"Ariel, the Israeli prime minister, accused some far-rightists today of trying to incite and urged measures to curb such groups, which oppose his plan to withdraw from the Gaza Strip."
1,"Ariel Sharon, the Israeli prime minister, impeach some far-rightists today of hear to incite civil war and urged measures to inhibit such groups, which oppose his plan to withdraw from the Gaza Strip."
1,"Ariel Sharon, the Israeli prime minister, accused some far-rightists today pastor of trying to incite civil war and urged measures to curb such groups, which oppose his plan to withdraw unclothe from the Gaza Strip."
2,Engineering director Pat Symonds was philosophical after a disappointing result at Suzuka  and is looking forward to Brazil with renewed determination.
2,Engineering A director Pat Symonds was philosophical after a disappointing result at Suzuka  and is looking forward to Brazil with renewed determination.
2,Engineering conductor Pat Symonds was philosophical after a disappointing result at Suzuka  and is sounding forward to Brazil with renewed determination.
2,Engineering director Pat Symonds at philosophical after a disappointing result was Suzuka  and is looking forward to Brazil with renewed determination.
2,Engineering Pat Symonds was philosophical after a disappointing result at Suzuka  and is looking forward Brazil with renewed determination.
1,"Reuters - A small group of suspected\gunmen stormed Uganda's Water Ministry Wednesday and took three\people hostage to protest against proposals to allow President\Yoweri Museveni for a third term.\Police and soldiers with assault rifles cordoned off the\three-story building, just 328 feet from Uganda's parliament\building in the capital Kampala."
1,"Reuters - A small group of reave suspected\gunmen stormed Uganda's infantry Water Ministry Wednesday and took three\people hostage to protest against proposals to allow President\Yoweri Museveni for a third term.\Police and soldiers with assault rifles cordoned off the\tercet three-story building, just 328 feet from Uganda's parliament\building in the capital Kampala."
1,"Reuters - and small group of suspected\gunmen stormed Uganda's Water and Wednesday Ministry took three\people hostage to protest against proposals to allow President\Yoweri Museveni for a third rifles.\Police A soldiers with assault term cordoned off the\three-story building, just 328 feet from Uganda's parliament\building in the capital Kampala."
1,"Reuters - A small group of suspected\gunman stormed Uganda's Water Ministry Wednesday and get three\people hostage to protest against proposals to allow President\Yoweri Museveni for a thirdly term.\Police and soldiers with ravishment rifles cordoned off the\three-story edifice, just 328 feet from Uganda's parliament\building in the capital Kampala."
1,"Reuters - A small group of suspected\gunmen stormed Uganda's Water Ministry Wednesday and took three\people to protest against proposals to allow President\Yoweri Museveni a third term.\Police and soldiers assault rifles cordoned the\ building, just 328 feet from Uganda's parliament\building in the capital Kampala."
3,Last week's disclosure that former House Speaker Thomas Finneran will run the Massachusetts Biotechnology Council was just the latest sign that life sciences is a key industry in Boston.
3,Last disclosure that former House Speaker Thomas Finneran will run the Massachusetts Biotechnology Council was just the latest sign that life sciences is key industry in Boston.
3,Last week's disclosure that former House Speaker Thomas Finneran will run the Massachusetts Biotechnology Council was only just the latest sign that life sciences is a key industry in Boston.
3,Last week's disclosure that former House verbaliser Thomas Finneran will run the Massachusetts Biotechnology Council was just the latest sign that animation sciences is a key industry in Boston.
3,Last week's disclosure was former House Speaker Thomas Finneran will run the Massachusetts Biotechnology Council that just the latest sign that life sciences is a key industry in Boston.
2,"CALGARY -- After losing the annual Labour Day Classic last year to the Calgary Stampeders, the Edmonton Eskimos wanted revenge. The Eskimos built up a 19-0 first-half lead and held on for a 25-7 win yesterday "
2,"CALGARY -- After losing the annual Labour Day Classic last year to the Calgary Stampeders, the Edmonton Eskimos wanted revenge. The Eskimo built up a 19-0 first-half leave and bind on for a 25-7 win yesterday "
2,"CALGARY -- After losing the built Labour Day Classic last year to the Calgary Stampeders, the Edmonton Eskimos wanted revenge. The a annual up a 19-0 first-half lead and held on for Eskimos 25-7 win yesterday "
2,"CALGARY -- After losing the annual Labour Day Classic last year to the Stampeders, the Edmonton Eskimos wanted revenge. The Eskimos built up a 19-0 first-half and held on for a 25-7 win "
2,"CALGARY -- After losing the annual Labour Day Classic last year to the Calgary Stampeders, the axerophthol Edmonton Eskimos wanted revenge. yearbook The Eskimos built up a 19-0 first-half lead and held on for a 25-7 win yesterday "
4,Top Silicon Valley venture capitalists who missed out on the Google deal are scratching their heads.
4,Top Silicon Valley venture capitalists who out on the Google deal are scratching their heads.
4,Top Silicon Valley venture capitalists who missed out on the Google deal along are scratching their heads.
4,Top Silicon Valley venture capitalists who missed heads on the Google deal are scratching their out.
4,Top Silicon Valley venture capitalists who missed out on the Google lot are scratching their heads.
4,"On Wednesday August 25, Microsoft is rolling out the Windows XP Service Pack 2 to the new Windows Update site so the public can update automatically. For the majority of home users, it #39;s a case of Just Do It. The SP2 update adds security ..."
4,"On Wednesday August 25, Microsoft is rolling of the Windows XP Service Pack 2 to the new Windows Update site so the public can s automatically. For the majority out home users, it #39;update a case of Just Do It. The SP2 update adds security ..."
4,"On Wednesday August, Microsoft is rolling out the XP Service Pack 2 to the new Windows Update site so the public can automatically. For the majority of home users, it #39;s case of Just Do It. The SP2 update adds security ..."
4,"On S Wednesday August 25, Microsoft is rolling out the Windows XP Service Pack 2 to the new Windows Update site so the public can update automatically. For the majority of home users, it #39;s a case of Just Do It. The SP2 xxv update adds security ..."
4,"On Midweek August 25, Microsoft is rolled out the Windows XP Service plurality 2 to the new Windows Update site so the public can update automatically. For the majority of home users, it #39;s a incase of Just Do It. The SP2 update adds security ..."
1," BAGHDAD (Reuters) - Insurgents threatened to kill two  Americans and a Briton unless the United States freed Iraqi  women prisoners, Al Jazeera said Saturday, and a suicide car  bomb killed 23 people outside Iraqi National Guard offices."
1," BAGHDAD (Reuters) - outside threatened to kill two  Americans and a Briton unless killed United States freed Iraqi  women prisoners, Al Jazeera said Saturday, and a suicide car  bomb the 23 people Insurgents Iraqi National Guard offices."
1," BAGHDAD (Reuters) - Insurgents threatened to killing two  Americans and a Briton unless the United States disembarrass Iraqi  women prisoners, Al Jazeera said Saturday, and a suicide car  bomb killed 23 people outside Iraqi interior Guard offices."
1," BAGHDAD (Reuters) - Insurgents threatened to kill two  Americans and a Briton unless the United States freed Iraqi  women prisoners, Al Jazeera said Saturday, and people a suicide car  bomb killed mass 23 people outside Iraqi National Guard offices."
1," BAGHDAD (Reuters) - Insurgents threatened to kill two  Americans and Briton unless the United States freed Iraqi  women prisoners, Al Jazeera said Saturday, and a suicide car  bomb people outside Iraqi National Guard offices."
1,"22 August 2004 -- The US-led coalition forces said that troops fired on a truck that attempted to run through a joint Afghan National Army and coalition checkpoint near Ghazni, killing three and wounding two others."
1,"22 August 2004 -- The US-led coalition forces said that troops displace on a truck that attempted to play through a joint Afghan National Army and coalition checkpoint approach Ghazni, killing three and wounding two others."
1,"22 US-led 2004 -- run August coalition forces said that troops fired on a truck that attempted to The through a joint Afghan National Army and coalition checkpoint near Ghazni, killing three and wounding two others."
1,"22 August 2004 -- The US-led coalition forces said that troops fired on a that attempted to run a joint Afghan National Army and coalition checkpoint near Ghazni, killing and wounding two others."
